year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2021,C20,20302370,"Artists’, students’ or signboard painters’ colours, amusement colours and modifying tints in tablets, tubes, jars, bottles or pans (excluding in sets)",PRODQNT,36000000,36000000,KG,:R,32139000,1,1,85161.65,8516165.0,36000000,False,19.130500122820553
2022,C20,20302370,"Artists’, students’ or signboard painters’ colours, amusement colours and modifying tints in tablets, tubes, jars, bottles or pans (excluding in sets)",PRODQNT,30000000,30000000,KG,:R,32139000,1,1,72065.04,7206503.999999999,30000000,False,19.368936140842468
2008,C20,20302450,Black printing inks,PRODQNT,189464615,189464615,KG,,32151100,1,1,127361.93,12736193.0,189464615,False,6.298784424244239
2009,C20,20302450,Black printing inks,PRODQNT,165184023,165184023,KG,:E,32151100,1,1,124806.33,12480633.0,165184023,False,7.024826029550863
2010,C20,20302450,Black printing inks,PRODQNT,171800121,171800121,KG,,32151100,1,1,139070.32,13907032.0,171800121,False,7.488689463674024
2011,C20,20302450,Black printing inks,PRODQNT,165279954,165279954,KG,,32151100,1,1,153694.96,15369496.0,165279954,False,8.50791187019944
2012,C20,20302450,Black printing inks,PRODQNT,165561526,165561526,KG,,32151100,1,1,149190.89,14919089.000000002,165561526,False,8.266311038445876
2013,C20,20302450,Black printing inks,PRODQNT,164590522,164590522,KG,,32151100,1,1,125910.26,12591026.0,164590522,False,7.106285130774453
2014,C20,20302450,Black printing inks,PRODQNT,152259461,152259461,KG,,32151100,1,1,92602.49,9260249.0,152259461,False,5.733200610625167
2015,C20,20302450,Black printing inks,PRODQNT,148568803,148568803,KG,:E,32151100,1,1,126962.54,12696254.0,148568803,False,7.872910744700261
2016,C20,20302450,Black printing inks,PRODQNT,147872766,147872766,KG,,32151100,1,1,165597.36,16559735.999999998,147872766,False,10.07084110415105
2017,C20,20302450,Black printing inks,PRODQNT,142663501,142663501,KG,,32151100,1,0,,,142663501,False,
2018,C20,20302450,Black printing inks,PRODQNT,120353740,120353740,KG,:R,32151100,1,1,123482.51,12348251.0,120353740,False,9.305249233223638
2019,C20,20302450,Black printing inks,PRODQNT,118578748,118578748,KG,:R,32151100,1,1,159670.22,15967022.0,118578748,False,11.8673533920836
2020,C20,20302450,Black printing inks,PRODQNT,96474143,96474143,KG,:E,32151100,1,1,137673.52,13767351.999999998,96474143,False,12.488357491886333
2021,C20,20302450,Black printing inks,PRODQNT,108000000,108000000,KG,:R,32151100,1,1,111859.55,11185955.0,108000000,False,9.385296279246997
2022,C20,20302450,Black printing inks,PRODQNT,94000000,94000000,KG,:R,32151100,1,1,106198.3,10619830.0,94000000,False,10.150876750612193
2008,C20,20302470,Printing inks (excluding black),PRODQNT,894305143,894305143,KG,:R,32151900,1,1,650254.53,65025453.0,894305143,False,6.778211105861571
2009,C20,20302470,Printing inks (excluding black),PRODQNT,838236757,838236757,KG,:R,32151900,1,1,588945.03,58894503.0,838236757,False,6.564758762279669
2010,C20,20302470,Printing inks (excluding black),PRODQNT,899154498,899154498,KG,:R,32151900,1,1,710702.1,71070210.0,899154498,False,7.325128850460073
2011,C20,20302470,Printing inks (excluding black),PRODQNT,824619387,824619387,KG,,32151900,1,1,677490.27,67749027.0,824619387,False,7.592046730600664
2012,C20,20302470,Printing inks (excluding black),PRODQNT,820916059,820916059,KG,,32151900,1,1,646841.06,64684106.00000001,820916059,False,7.303985314862719
2013,C20,20302470,Printing inks (excluding black),PRODQNT,821170003,821170003,KG,,32151900,1,1,610402.84,61040284.0,821170003,False,6.919017483639929
2014,C20,20302470,Printing inks (excluding black),PRODQNT,833491274,833491274,KG,,32151900,1,1,495670.93,49567093.0,833491274,False,5.613116284532073
2015,C20,20302470,Printing inks (excluding black),PRODQNT,809055226,809055226,KG,,32151900,1,1,429779.91,42977991.0,809055226,False,5.044168483398459
2016,C20,20302470,Printing inks (excluding black),PRODQNT,818446827,818446827,KG,,32151900,1,1,494192.02,49419202.0,818446827,False,5.694335340783341
2017,C20,20302470,Printing inks (excluding black),PRODQNT,824440319,824440319,KG,,32151900,1,0,,,824440319,False,
2018,C20,20302470,Printing inks (excluding black),PRODQNT,824573523,824573523,KG,,32151900,1,1,391081.5,39108150.0,824573523,False,4.528074546743334
2019,C20,20302470,Printing inks (excluding black),PRODQNT,661663139,661663139,KG,:E,32151900,1,1,395519.99,39551999.0,661663139,False,5.6404941731306435
2020,C20,20302470,Printing inks (excluding black),PRODQNT,721000000,721000000,KG,:R,32151900,1,1,348573.72,34857372.0,721000000,False,4.611633529189155
2021,C20,20302470,Printing inks (excluding black),PRODQNT,728108090,728108090,KG,,32151900,1,1,348150.46,34815046.0,728108090,False,4.563375307050591
2022,C20,20302470,Printing inks (excluding black),PRODQNT,700000000,700000000,KG,:R,32151900,1,1,326076.55,32607655.0,700000000,False,4.450902850585147
2008,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,371718863,371718863,KG,:R,15200000,1,1,171033.34,17103334.0,371718863,False,4.398754528924181
2009,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,368926808,368926808,KG,:R,15200000,1,1,261539.75,26153975.0,368926808,False,6.619905630793488
2010,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,487007941,487007941,KG,,15200000,1,1,153415.61,15341560.999999998,487007941,False,3.0539616221218027
2011,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,444721039,444721039,KG,,15200000,1,1,584867.95,58486794.99999999,444721039,False,11.622791031508463
2012,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,436895451,436895451,KG,,15200000,1,1,1250115.45,125011545.0,436895451,False,22.24772887504679
2013,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,461845678,461845678,KG,:R,15200000,1,1,862903.23,86290323.0,461845678,False,15.742502379441412
2014,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,595749931,595749931,KG,:E,15200000,1,1,501747.07,50174707.0,595749931,False,7.767888705307445
2015,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,540144637,540144637,KG,:R,15200000,1,1,585161.42,58516142.00000001,540144637,False,9.774507375904111
2016,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,685832394,685832394,KG,:E,15200000,1,1,742300.33,74230033.0,685832394,False,9.766307393063649
2017,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,652180950,652180950,KG,,15200000,1,1,1126631.71,112663171.0,652180950,False,14.730213373765345
2018,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,588206622,588206622,KG,,15200000,1,1,758748.05,75874805.0,588206622,False,11.425527339736908
2019,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,600000000,600000000,KG,:R,15200000,1,1,955231.82,95523182.0,600000000,False,13.734004052218637
2020,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,687909292,687909292,KG,,15200000,1,1,1449854.81,144985481.0,687909292,False,17.40741876405076
2021,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,600000000,600000000,KG,:R,15200000,1,1,1130422.36,113042236.00000001,600000000,False,15.853511936984336
2022,C20,20411000,"Glycerol (glycerine), crude; glycerol waters and glycerol lyes",PRODQNT,628107440,628107440,KG,:E,15200000,1,1,1421166.52,142116652.0,628107440,False,18.451338185355024
2008,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1446499412,1446499412,KG,:R,34023100|34023910|34023990,3,0,,,1446499412,False,
2009,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1257718406,1257718406,KG,:R,34023100|34023910|34023990,3,0,,,1257718406,False,
2010,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1446423124,1446423124,KG,:R,34023100|34023910|34023990,3,0,,,1446423124,False,
2011,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1398485366,1398485366,KG,,34023100|34023910|34023990,3,0,,,1398485366,False,
2012,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1411038160,1411038160,KG,,34023100|34023910|34023990,3,0,,,1411038160,False,
2013,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1526523360,1526523360,KG,:E,34023100|34023910|34023990,3,0,,,1526523360,False,
2014,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1489390278,1489390278,KG,,34023100|34023910|34023990,3,0,,,1489390278,False,
2015,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1527075776,1527075776,KG,:R,34023100|34023910|34023990,3,0,,,1527075776,False,
2016,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1452979171,1452979171,KG,:R,34023100|34023910|34023990,3,0,,,1452979171,False,
2017,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1564163332,1564163332,KG,,34023100|34023910|34023990,3,0,,,1564163332,False,
2018,C20,20412020,Anionic organic surface-active agents (excluding soap),PRODQNT,1528373081,1528373081,KG,,34023100|34023910|34023990,3,0,,,1528373081,False,
